Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,DateTime,Year,Month,Month_Name,Day,Day_of_Week,Day_Name,Hour,Is_Weekend,Time_Period,Is_Completed,Is_Cancelled,Is_Incomplete,Is_No_Driver_Found,Booking_Outcome,Revenue,Fare_Per_KM,Has_Booking_Value,Has_Ride_Distance,Has_Driver_Rating,Has_Customer_Rating,Has_Payment_Method,Has_VTAT,Has_CTAT
2024-06-30,15:23:01,CNR3325844,Completed,CID2469389,Go Sedan,Jahangirpuri,Chandni Chowk,6.8,31.7,,,,,,,2715.0,15.31,3.1,4.4,UPI,2024-06-30 15:23:01,2024,6,June,30,6,Sunday,15,1,Afternoon,1,0,0,0,Completed,2715.0,177.33507511430437,1,1,1,1,1,1,1
2024-12-26,11:21:52,CNR3325844,Completed,CID4596964,Bike,Lajpat Nagar,Kashmere Gate ISBT,2.4,17.2,,,,,,,92.0,7.37,4.4,4.6,Credit Card,2024-12-26 11:21:52,2024,12,December,26,3,Thursday,11,0,Morning,1,0,0,0,Completed,92.0,12.48303934871099,1,1,1,1,1,1,1
2024-09-08,18:20:06,CNR3335372,Cancelled by Driver,CID2881539,Go Sedan,Ashok Vihar,Maidan Garhi,10.8,,,,1.0,More than permitted people in there,,,,,,,,2024-09-08 18:20:06,2024,9,September,8,6,Sunday,18,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-01-16,16:48:47,CNR3335372,Cancelled by Driver,CID2785871,Auto,Tilak Nagar,Shahdara,3.3,,,,1.0,More than permitted people in there,,,,,,,,2024-01-16 16:48:47,2024,1,January,16,1,Tuesday,16,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-21,18:49:06,CNR3336405,Cancelled by Customer,CID2791292,eBike,Kadarpur,Punjabi Bagh,8.7,,1.0,Driver asked to cancel,,,,,,,,,,2024-08-21 18:49:06,2024,8,August,21,2,Wednesday,18,0,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-18,09:07:58,CNR3336405,Completed,CID9889008,Auto,Subhash Chowk,Vatika Chowk,13.9,22.0,,,,,,,542.0,14.41,3.7,4.3,Credit Card,2024-12-18 09:07:58,2024,12,December,18,2,Wednesday,9,0,Morning,1,0,0,0,Completed,542.0,37.612768910478835,1,1,1,1,1,1,1
2024-05-13,15:27:05,CNR3341652,Cancelled by Customer,CID6962209,Bike,Vasant Kunj,Delhi Gate,7.1,,1.0,Change of plans,,,,,,,,,,2024-05-13 15:27:05,2024,5,May,13,0,Monday,15,0,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-17,23:15:16,CNR3341652,Completed,CID4075400,Go Sedan,Patel Chowk,Ardee City,11.8,29.6,,,,,,,495.0,45.42,4.6,4.9,Cash,2024-02-17 23:15:16,2024,2,February,17,5,Saturday,23,1,Late Evening,1,0,0,0,Completed,495.0,10.898282694848085,1,1,1,1,1,1,1
2024-06-03,21:23:58,CNR3342731,No Driver Found,CID7702316,Go Sedan,Greater Noida,Adarsh Nagar,,,,,,,,,,,,,,2024-06-03 21:23:58,2024,6,June,3,0,Monday,21,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-02-06,17:59:08,CNR3342731,Completed,CID9821316,Bike,Kadarpur,Vishwavidyalaya,9.7,35.8,,,,,,,400.0,14.3,3.9,4.7,Uber Wallet,2024-02-06 17:59:08,2024,2,February,6,1,Tuesday,17,0,Evening,1,0,0,0,Completed,400.0,27.97202797202797,1,1,1,1,1,1,1
2024-07-25,15:59:18,CNR3354515,Completed,CID1399777,Bike,Inderlok,Kaushambi,12.7,29.7,,,,,,,459.0,19.87,5.0,4.8,Debit Card,2024-07-25 15:59:18,2024,7,July,25,3,Thursday,15,0,Afternoon,1,0,0,0,Completed,459.0,23.100150981378963,1,1,1,1,1,1,1
2024-10-22,22:50:52,CNR3354515,Cancelled by Driver,CID2812561,Go Sedan,Udyog Vihar Phase 4,Khandsa,8.1,,,,1.0,Customer related issue,,,,,,,,2024-10-22 22:50:52,2024,10,October,22,1,Tuesday,22,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-20,22:48:52,CNR3371560,Cancelled by Driver,CID5149390,Go Sedan,Paharganj,Shivaji Park,8.5,,,,1.0,Customer related issue,,,,,,,,2024-12-20 22:48:52,2024,12,December,20,4,Friday,22,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-08,08:46:46,CNR3371560,Completed,CID2080866,Auto,Ashok Vihar,Rajouri Garden,2.8,31.8,,,,,,,1193.0,36.12,4.1,4.8,Cash,2024-12-08 08:46:46,2024,12,December,8,6,Sunday,8,1,Morning,1,0,0,0,Completed,1193.0,33.02879291251384,1,1,1,1,1,1,1
2024-02-14,21:59:27,CNR3391255,Completed,CID5580756,Go Sedan,Rajiv Chowk,Preet Vihar,10.1,20.8,,,,,,,473.0,30.53,3.3,4.6,UPI,2024-02-14 21:59:27,2024,2,February,14,2,Wednesday,21,0,Late Evening,1,0,0,0,Completed,473.0,15.492957746478872,1,1,1,1,1,1,1
2024-10-14,14:50:47,CNR3391255,Completed,CID1866991,Go Mini,Qutub Minar,Vinobapuri,10.6,29.1,,,,,,,328.0,11.32,3.4,4.9,UPI,2024-10-14 14:50:47,2024,10,October,14,0,Monday,14,0,Afternoon,1,0,0,0,Completed,328.0,28.975265017667844,1,1,1,1,1,1,1
2024-01-25,19:07:39,CNR3394079,Completed,CID8602243,Premier Sedan,MG Road,Botanical Garden,4.7,23.2,,,,,,,384.0,30.74,4.6,4.4,Debit Card,2024-01-25 19:07:39,2024,1,January,25,3,Thursday,19,0,Evening,1,0,0,0,Completed,384.0,12.491867273910215,1,1,1,1,1,1,1
2024-08-05,09:17:43,CNR3394079,Completed,CID5517604,Premier Sedan,Gurgaon Sector 29,Samaypur Badli,5.3,40.2,,,,,,,153.0,21.84,4.1,4.9,Cash,2024-08-05 09:17:43,2024,8,August,5,0,Monday,9,0,Morning,1,0,0,0,Completed,153.0,7.0054945054945055,1,1,1,1,1,1,1
2024-04-29,21:00:09,CNR3395356,Completed,CID9328513,Bike,Panchsheel Park,Ramesh Nagar,4.5,21.1,,,,,,,802.0,25.19,4.4,4.9,Cash,2024-04-29 21:00:09,2024,4,April,29,0,Monday,21,0,Late Evening,1,0,0,0,Completed,802.0,31.83803096466852,1,1,1,1,1,1,1
2024-01-01,20:06:53,CNR3395356,Cancelled by Customer,CID1497988,Auto,Ghaziabad,Lajpat Nagar,15.5,,1.0,Driver asked to cancel,,,,,,,,,,2024-01-01 20:06:53,2024,1,January,1,0,Monday,20,0,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-12,01:09:08,CNR3397532,Cancelled by Driver,CID6168009,Go Sedan,Mayur Vihar,DLF City Court,4.1,,,,1.0,Personal & Car related issues,,,,,,,,2024-04-12 01:09:08,2024,4,April,12,4,Friday,1,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-05,15:35:24,CNR3397532,No Driver Found,CID9512178,Auto,Kanhaiya Nagar,Paharganj,,,,,,,,,,,,,,2024-10-05 15:35:24,2024,10,October,5,5,Saturday,15,1,Afternoon,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-08,19:17:13,CNR3402189,Completed,CID4037918,Go Sedan,Tilak Nagar,Seelampur,11.8,22.1,,,,,,,735.0,11.96,5.0,4.4,UPI,2024-04-08 19:17:13,2024,4,April,8,0,Monday,19,0,Evening,1,0,0,0,Completed,735.0,61.454849498327754,1,1,1,1,1,1,1
2024-10-11,20:45:01,CNR3402189,Completed,CID7415854,Auto,New Colony,Narsinghpur,10.6,19.9,,,,,,,590.0,7.87,4.9,4.3,UPI,2024-10-11 20:45:01,2024,10,October,11,4,Friday,20,0,Evening,1,0,0,0,Completed,590.0,74.96823379923761,1,1,1,1,1,1,1
2024-03-12,18:11:43,CNR3422356,No Driver Found,CID3596731,Auto,Panchsheel Park,Vaishali,,,,,,,,,,,,,,2024-03-12 18:11:43,2024,3,March,12,1,Tuesday,18,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-06-25,18:17:09,CNR3422356,Completed,CID9261507,Bike,Jor Bagh,Moti Nagar,2.5,44.6,,,,,,,66.0,25.52,4.3,4.6,Uber Wallet,2024-06-25 18:17:09,2024,6,June,25,1,Tuesday,18,0,Evening,1,0,0,0,Completed,66.0,2.586206896551724,1,1,1,1,1,1,1
2024-05-23,11:32:25,CNR3430901,Completed,CID3078472,eBike,Jama Masjid,Paharganj,4.8,20.3,,,,,,,411.0,13.77,3.6,4.9,Cash,2024-05-23 11:32:25,2024,5,May,23,3,Thursday,11,0,Morning,1,0,0,0,Completed,411.0,29.847494553376908,1,1,1,1,1,1,1
2024-06-11,16:32:21,CNR3430901,No Driver Found,CID1594095,Bike,Maidan Garhi,Basai Dhankot,,,,,,,,,,,,,,2024-06-11 16:32:21,2024,6,June,11,1,Tuesday,16,0,Afternoon,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-12-27,18:33:08,CNR3432381,Completed,CID5502423,Go Mini,Jhilmil,Old Gurgaon,10.4,38.7,,,,,,,368.0,44.51,4.5,4.2,UPI,2024-12-27 18:33:08,2024,12,December,27,4,Friday,18,0,Evening,1,0,0,0,Completed,368.0,8.267804987643226,1,1,1,1,1,1,1
2024-10-25,21:13:00,CNR3432381,Completed,CID5636791,Go Sedan,IGI Airport,Manesar,6.8,21.8,,,,,,,474.0,16.87,3.5,4.5,Debit Card,2024-10-25 21:13:00,2024,10,October,25,4,Friday,21,0,Late Evening,1,0,0,0,Completed,474.0,28.09721398933017,1,1,1,1,1,1,1
2024-02-13,22:37:22,CNR3437256,No Driver Found,CID1131016,Premier Sedan,Indirapuram,Chhatarpur,,,,,,,,,,,,,,2024-02-13 22:37:22,2024,2,February,13,1,Tuesday,22,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-10-15,17:38:52,CNR3437256,Completed,CID8337785,Go Mini,Welcome,Jhilmil,2.1,30.0,,,,,,,313.0,40.63,4.4,4.9,Uber Wallet,2024-10-15 17:38:52,2024,10,October,15,1,Tuesday,17,0,Evening,1,0,0,0,Completed,313.0,7.7036672409549585,1,1,1,1,1,1,1
2024-02-29,20:44:10,CNR3448057,Completed,CID3914001,Go Mini,IGI Airport,IGNOU Road,3.7,43.2,,,,,,,356.0,2.04,4.3,4.1,UPI,2024-02-29 20:44:10,2024,2,February,29,3,Thursday,20,0,Evening,1,0,0,0,Completed,356.0,174.50980392156862,1,1,1,1,1,1,1
2024-10-31,06:45:38,CNR3448057,Completed,CID2380912,Go Sedan,Welcome,Golf Course Road,11.2,19.0,,,,,,,799.0,26.57,4.1,4.1,UPI,2024-10-31 06:45:38,2024,10,October,31,3,Thursday,6,0,Morning,1,0,0,0,Completed,799.0,30.071509220925854,1,1,1,1,1,1,1
2024-03-30,14:04:05,CNR3453819,Completed,CID2220838,Go Mini,Sikanderpur,New Colony,2.4,23.2,,,,,,,981.0,12.08,3.4,4.6,UPI,2024-03-30 14:04:05,2024,3,March,30,5,Saturday,14,1,Afternoon,1,0,0,0,Completed,981.0,81.20860927152317,1,1,1,1,1,1,1
2024-07-20,11:53:31,CNR3453819,Incomplete,CID1894164,Go Mini,Tagore Garden,Ghitorni,3.3,12.8,,,,,1.0,Other Issue,748.0,11.27,,,UPI,2024-07-20 11:53:31,2024,7,July,20,5,Saturday,11,1,Morning,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-11-14,15:14:40,CNR3462362,Incomplete,CID1778119,eBike,New Delhi Railway Station,Rajouri Garden,2.2,26.7,,,,,1.0,Vehicle Breakdown,139.0,16.25,,,UPI,2024-11-14 15:14:40,2024,11,November,14,3,Thursday,15,0,Afternoon,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-09-07,13:06:37,CNR3462362,Cancelled by Customer,CID6749936,Uber XL,Gwal Pahari,Golf Course Road,15.8,,1.0,Change of plans,,,,,,,,,,2024-09-07 13:06:37,2024,9,September,7,5,Saturday,13,1,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-11,17:05:28,CNR3466923,Completed,CID6417399,Go Sedan,Kashmere Gate,Jama Masjid,8.1,24.1,,,,,,,339.0,20.88,4.7,3.0,Cash,2024-02-11 17:05:28,2024,2,February,11,6,Sunday,17,1,Evening,1,0,0,0,Completed,339.0,16.235632183908045,1,1,1,1,1,1,1
2024-03-02,09:28:06,CNR3466923,Completed,CID9701238,Go Mini,Badarpur,India Gate,14.6,33.0,,,,,,,754.0,42.04,4.2,4.9,Uber Wallet,2024-03-02 09:28:06,2024,3,March,2,5,Saturday,9,1,Morning,1,0,0,0,Completed,754.0,17.935299714557566,1,1,1,1,1,1,1
2024-03-28,20:21:18,CNR3468418,Completed,CID2564080,eBike,Kashmere Gate,Rajiv Nagar,7.0,40.9,,,,,,,979.0,49.98,4.1,4.9,Uber Wallet,2024-03-28 20:21:18,2024,3,March,28,3,Thursday,20,0,Evening,1,0,0,0,Completed,979.0,19.587835134053623,1,1,1,1,1,1,1
2024-07-21,20:39:31,CNR3468418,Completed,CID8464346,Bike,Vaishali,Ghitorni Village,5.2,27.3,,,,,,,1310.0,15.52,5.0,4.6,Debit Card,2024-07-21 20:39:31,2024,7,July,21,6,Sunday,20,1,Evening,1,0,0,0,Completed,1310.0,84.40721649484536,1,1,1,1,1,1,1
2024-04-12,06:54:04,CNR3474102,Completed,CID3159904,Premier Sedan,New Colony,Qutub Minar,4.0,33.5,,,,,,,322.0,19.58,4.9,4.6,Uber Wallet,2024-04-12 06:54:04,2024,4,April,12,4,Friday,6,0,Morning,1,0,0,0,Completed,322.0,16.44535240040858,1,1,1,1,1,1,1
2024-02-16,14:27:02,CNR3474102,Cancelled by Driver,CID8956071,Go Mini,DLF City Court,Panchsheel Park,11.0,,,,1.0,The customer was coughing/sick,,,,,,,,2024-02-16 14:27:02,2024,2,February,16,4,Friday,14,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-21,10:25:00,CNR3482030,Incomplete,CID8149153,Premier Sedan,Keshav Puram,Ambience Mall,7.6,15.5,,,,,1.0,Other Issue,438.0,11.08,,,Cash,2024-12-21 10:25:00,2024,12,December,21,5,Saturday,10,1,Morning,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-05-17,17:49:47,CNR3482030,Completed,CID4409429,Go Mini,Jasola,Ramesh Nagar,11.9,34.2,,,,,,,127.0,18.89,3.8,4.7,UPI,2024-05-17 17:49:47,2024,5,May,17,4,Friday,17,0,Evening,1,0,0,0,Completed,127.0,6.723133933298041,1,1,1,1,1,1,1
2024-04-08,19:03:54,CNR3491844,Cancelled by Customer,CID8219310,Auto,Chandni Chowk,Peeragarhi,16.8,,1.0,Driver asked to cancel,,,,,,,,,,2024-04-08 19:03:54,2024,4,April,8,0,Monday,19,0,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-30,19:14:28,CNR3491844,Completed,CID8572824,Auto,Aya Nagar,Ghitorni,3.9,18.4,,,,,,,635.0,46.78,4.7,3.4,UPI,2024-10-30 19:14:28,2024,10,October,30,2,Wednesday,19,0,Evening,1,0,0,0,Completed,635.0,13.5741769987174,1,1,1,1,1,1,1
2024-04-19,17:37:21,CNR3492330,Completed,CID1154356,Bike,Civil Lines Gurgaon,Mandi House,6.0,30.8,,,,,,,473.0,31.73,3.7,5.0,UPI,2024-04-19 17:37:21,2024,4,April,19,4,Friday,17,0,Evening,1,0,0,0,Completed,473.0,14.907028049164827,1,1,1,1,1,1,1
2024-04-24,00:54:30,CNR3492330,Completed,CID6275484,Bike,Vasant Kunj,Chhatarpur,4.1,34.8,,,,,,,836.0,4.12,4.9,3.8,UPI,2024-04-24 00:54:30,2024,4,April,24,2,Wednesday,0,0,Night,1,0,0,0,Completed,836.0,202.9126213592233,1,1,1,1,1,1,1
2024-12-11,21:45:21,CNR3493452,Completed,CID1265815,Uber XL,Ashram,Jor Bagh,3.9,36.6,,,,,,,424.0,41.04,4.4,5.0,UPI,2024-12-11 21:45:21,2024,12,December,11,2,Wednesday,21,0,Late Evening,1,0,0,0,Completed,424.0,10.331384015594542,1,1,1,1,1,1,1
2024-04-04,19:32:24,CNR3493452,Cancelled by Driver,CID3076765,Go Sedan,Shastri Nagar,Basai Dhankot,6.6,,,,1.0,The customer was coughing/sick,,,,,,,,2024-04-04 19:32:24,2024,4,April,4,3,Thursday,19,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-12,20:27:18,CNR3503242,Completed,CID1423126,Go Sedan,Paschim Vihar,Nirman Vihar,6.0,16.6,,,,,,,443.0,35.1,4.7,3.4,UPI,2024-06-12 20:27:18,2024,6,June,12,2,Wednesday,20,0,Evening,1,0,0,0,Completed,443.0,12.621082621082621,1,1,1,1,1,1,1
2024-10-18,13:32:13,CNR3503242,Cancelled by Driver,CID6553264,eBike,Mundka,Noida Sector 18,5.6,,,,1.0,More than permitted people in there,,,,,,,,2024-10-18 13:32:13,2024,10,October,18,4,Friday,13,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-19,20:05:53,CNR3505743,No Driver Found,CID1498838,Go Sedan,Indirapuram,Nawada,,,,,,,,,,,,,,2024-04-19 20:05:53,2024,4,April,19,4,Friday,20,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-12-13,13:43:48,CNR3505743,Completed,CID2536200,Uber XL,Azadpur,Subhash Nagar,12.9,35.4,,,,,,,142.0,16.98,4.3,4.2,Cash,2024-12-13 13:43:48,2024,12,December,13,4,Friday,13,0,Afternoon,1,0,0,0,Completed,142.0,8.362779740871613,1,1,1,1,1,1,1
2024-02-10,18:42:20,CNR3516678,Cancelled by Driver,CID2954499,Go Mini,AIIMS,New Delhi Railway Station,9.4,,,,1.0,More than permitted people in there,,,,,,,,2024-02-10 18:42:20,2024,2,February,10,5,Saturday,18,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-03,18:17:31,CNR3516678,Cancelled by Driver,CID9767685,Auto,Punjabi Bagh,Udyog Vihar Phase 4,3.5,,,,1.0,Customer related issue,,,,,,,,2024-06-03 18:17:31,2024,6,June,3,0,Monday,18,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-09,15:27:13,CNR3526559,Completed,CID6830004,Auto,Noida Sector 62,Kanhaiya Nagar,13.9,44.8,,,,,,,262.0,37.75,4.3,3.7,Cash,2024-09-09 15:27:13,2024,9,September,9,0,Monday,15,0,Afternoon,1,0,0,0,Completed,262.0,6.940397350993377,1,1,1,1,1,1,1
2024-02-03,09:41:58,CNR3526559,Completed,CID9873306,Go Mini,Nirman Vihar,Welcome,9.9,40.8,,,,,,,288.0,17.82,4.2,4.9,UPI,2024-02-03 09:41:58,2024,2,February,3,5,Saturday,9,1,Morning,1,0,0,0,Completed,288.0,16.161616161616163,1,1,1,1,1,1,1
2024-07-01,23:30:39,CNR3530013,Cancelled by Driver,CID4322099,Go Mini,Maidan Garhi,Kanhaiya Nagar,12.0,,,,1.0,Personal & Car related issues,,,,,,,,2024-07-01 23:30:39,2024,7,July,1,0,Monday,23,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-05,12:26:02,CNR3530013,Completed,CID2141602,Bike,Pataudi Chowk,ITO,3.5,39.3,,,,,,,261.0,49.08,4.7,4.5,UPI,2024-04-05 12:26:02,2024,4,April,5,4,Friday,12,0,Afternoon,1,0,0,0,Completed,261.0,5.3178484107579465,1,1,1,1,1,1,1
2024-10-23,17:03:56,CNR3530187,Completed,CID6398177,Go Sedan,Saket,Bhiwadi,3.0,35.3,,,,,,,401.0,11.74,4.2,4.7,UPI,2024-10-23 17:03:56,2024,10,October,23,2,Wednesday,17,0,Evening,1,0,0,0,Completed,401.0,34.15672913117547,1,1,1,1,1,1,1
2024-12-01,09:07:39,CNR3530187,Completed,CID1676969,Auto,Uttam Nagar,Lal Quila,10.3,34.9,,,,,,,615.0,33.88,4.6,4.2,UPI,2024-12-01 09:07:39,2024,12,December,1,6,Sunday,9,1,Morning,1,0,0,0,Completed,615.0,18.152302243211334,1,1,1,1,1,1,1
2024-01-22,21:43:14,CNR3531201,Completed,CID5531777,Go Sedan,Sonipat,Okhla,4.2,32.8,,,,,,,453.0,19.89,4.2,4.0,Credit Card,2024-01-22 21:43:14,2024,1,January,22,0,Monday,21,0,Late Evening,1,0,0,0,Completed,453.0,22.77526395173454,1,1,1,1,1,1,1
2024-01-06,17:16:59,CNR3531201,Cancelled by Driver,CID7306055,Bike,Madipur,Panipat,3.5,,,,1.0,More than permitted people in there,,,,,,,,2024-01-06 17:16:59,2024,1,January,6,5,Saturday,17,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-15,19:48:36,CNR3535235,Completed,CID8646036,Go Mini,Mansarovar Park,Palam Vihar,2.2,21.1,,,,,,,540.0,25.86,4.7,4.5,Debit Card,2024-04-15 19:48:36,2024,4,April,15,0,Monday,19,0,Evening,1,0,0,0,Completed,540.0,20.88167053364269,1,1,1,1,1,1,1
2024-04-01,07:53:14,CNR3535235,Completed,CID8964764,Go Mini,Mundka,Vidhan Sabha,5.5,23.5,,,,,,,166.0,36.98,4.0,4.6,UPI,2024-04-01 07:53:14,2024,4,April,1,0,Monday,7,0,Morning,1,0,0,0,Completed,166.0,4.488912925905895,1,1,1,1,1,1,1
2024-12-20,09:46:53,CNR3539398,Completed,CID7994199,Go Sedan,Shastri Park,Munirka,13.3,21.5,,,,,,,51.0,5.5,4.1,4.2,UPI,2024-12-20 09:46:53,2024,12,December,20,4,Friday,9,0,Morning,1,0,0,0,Completed,51.0,9.272727272727273,1,1,1,1,1,1,1
2024-02-11,11:23:04,CNR3539398,No Driver Found,CID9270462,Premier Sedan,Kadarpur,Madipur,,,,,,,,,,,,,,2024-02-11 11:23:04,2024,2,February,11,6,Sunday,11,1,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-08-02,19:30:38,CNR3546459,Completed,CID6968234,Auto,Kanhaiya Nagar,Bahadurgarh,9.4,41.4,,,,,,,158.0,7.01,4.2,4.9,Uber Wallet,2024-08-02 19:30:38,2024,8,August,2,4,Friday,19,0,Evening,1,0,0,0,Completed,158.0,22.53922967189729,1,1,1,1,1,1,1
2024-07-25,09:13:37,CNR3546459,Completed,CID4602018,Auto,Sarai Kale Khan,Tis Hazari,10.3,16.4,,,,,,,315.0,8.98,4.8,4.3,Cash,2024-07-25 09:13:37,2024,7,July,25,3,Thursday,9,0,Morning,1,0,0,0,Completed,315.0,35.07795100222717,1,1,1,1,1,1,1
2024-02-19,09:01:27,CNR3551347,Completed,CID2785691,Auto,Ashok Vihar,Sultanpur,12.6,41.7,,,,,,,437.0,34.39,3.2,4.8,Cash,2024-02-19 09:01:27,2024,2,February,19,0,Monday,9,0,Morning,1,0,0,0,Completed,437.0,12.707182320441989,1,1,1,1,1,1,1
2024-01-19,18:57:36,CNR3551347,Completed,CID3326800,Bike,Jama Masjid,Indraprastha,14.5,31.3,,,,,,,432.0,47.65,4.4,4.7,Cash,2024-01-19 18:57:36,2024,1,January,19,4,Friday,18,0,Evening,1,0,0,0,Completed,432.0,9.06610703043022,1,1,1,1,1,1,1
2024-01-22,18:49:27,CNR3553579,Completed,CID3648434,Go Sedan,Govindpuri,Karkarduma,3.4,37.8,,,,,,,2030.0,3.55,4.3,3.1,Cash,2024-01-22 18:49:27,2024,1,January,22,0,Monday,18,0,Evening,1,0,0,0,Completed,2030.0,571.830985915493,1,1,1,1,1,1,1
2024-06-03,17:36:48,CNR3553579,Cancelled by Driver,CID3722543,Auto,Kaushambi,Hauz Khas,7.7,,,,1.0,More than permitted people in there,,,,,,,,2024-06-03 17:36:48,2024,6,June,3,0,Monday,17,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-22,17:46:54,CNR3566562,No Driver Found,CID7019615,Go Mini,IGNOU Road,Pataudi Chowk,,,,,,,,,,,,,,2024-08-22 17:46:54,2024,8,August,22,3,Thursday,17,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-07-18,18:25:06,CNR3566562,Completed,CID7421479,Go Sedan,Noida Extension,Adarsh Nagar,13.9,42.0,,,,,,,97.0,28.35,3.8,5.0,UPI,2024-07-18 18:25:06,2024,7,July,18,3,Thursday,18,0,Evening,1,0,0,0,Completed,97.0,3.421516754850088,1,1,1,1,1,1,1
2024-01-18,11:55:28,CNR3571872,No Driver Found,CID3295117,eBike,Tughlakabad,IMT Manesar,,,,,,,,,,,,,,2024-01-18 11:55:28,2024,1,January,18,3,Thursday,11,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-03-04,14:32:44,CNR3571872,Completed,CID1583271,Uber XL,Panchsheel Park,Karol Bagh,9.8,15.5,,,,,,,344.0,46.87,4.1,4.9,UPI,2024-03-04 14:32:44,2024,3,March,4,0,Monday,14,0,Afternoon,1,0,0,0,Completed,344.0,7.339449541284404,1,1,1,1,1,1,1
2024-02-10,06:58:13,CNR3577075,Cancelled by Driver,CID2707305,eBike,Botanical Garden,Ghitorni,9.9,,,,1.0,Customer related issue,,,,,,,,2024-02-10 06:58:13,2024,2,February,10,5,Saturday,6,1,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-29,20:43:12,CNR3577075,Completed,CID3594937,Auto,Pulbangash,Pragati Maidan,6.0,20.6,,,,,,,568.0,27.25,4.4,3.6,UPI,2024-02-29 20:43:12,2024,2,February,29,3,Thursday,20,0,Evening,1,0,0,0,Completed,568.0,20.844036697247706,1,1,1,1,1,1,1
2024-09-05,16:24:07,CNR3588453,Completed,CID6964458,Uber XL,New Delhi Railway Station,Badarpur,5.3,27.9,,,,,,,719.0,6.45,4.0,4.7,Credit Card,2024-09-05 16:24:07,2024,9,September,5,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,719.0,111.47286821705426,1,1,1,1,1,1,1
2024-01-13,17:08:47,CNR3588453,Completed,CID8143238,Bike,Sarai Kale Khan,Chandni Chowk,10.9,43.2,,,,,,,1704.0,36.8,4.6,4.9,UPI,2024-01-13 17:08:47,2024,1,January,13,5,Saturday,17,1,Evening,1,0,0,0,Completed,1704.0,46.30434782608696,1,1,1,1,1,1,1
2024-03-14,07:46:17,CNR3597597,Completed,CID7284055,Premier Sedan,Ghitorni Village,GTB Nagar,14.3,28.3,,,,,,,394.0,9.29,4.5,4.9,UPI,2024-03-14 07:46:17,2024,3,March,14,3,Thursday,7,0,Morning,1,0,0,0,Completed,394.0,42.411194833153935,1,1,1,1,1,1,1
2024-10-26,03:19:17,CNR3597597,Cancelled by Customer,CID2555443,Go Sedan,Karkarduma,Janakpuri,5.3,,1.0,Wrong Address,,,,,,,,,,2024-10-26 03:19:17,2024,10,October,26,5,Saturday,3,1,Night,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
